0.000000000000000000e+00,9.122347576208317266e-02
2.000000000000000042e-03,1.142417143517189398e-01
4.000000000000000083e-03,1.235073453817917138e-01
6.000000000000000125e-03,1.345022428133435810e-01
8.000000000000000167e-03,1.511113440527436513e-01
1.000000000000000021e-02,1.663166496421336071e-01
1.200000000000000025e-02,1.789316766105436274e-01
1.400000000000000029e-02,1.982173283428533550e-01
1.600000000000000033e-02,2.280262399957570796e-01
1.799999999999999864e-02,2.549388991785407343e-01
2.000000000000000042e-02,2.615339499317868577e-01
2.199999999999999872e-02,2.496604090369989870e-01
2.400000000000000050e-02,2.413429600578370637e-01
2.599999999999999881e-02,2.533726561661261978e-01
2.800000000000000058e-02,2.776404133311065059e-01
2.999999999999999889e-02,2.925017731738075444e-01
3.200000000000000067e-02,2.893275193520797872e-01
3.400000000000000244e-02,2.792581223858672246e-01
3.599999999999999728e-02,2.739062966632255791e-01
3.799999999999999906e-02,2.695508945548342195e-01
4.000000000000000083e-02,2.571406952139521640e-01
4.200000000000000261e-02,2.413601428043575248e-01
4.399999999999999745e-02,2.377699896808149471e-01
4.599999999999999922e-02,2.491537438298805363e-01
4.800000000000000100e-02,2.552491667869993819e-01
5.000000000000000278e-02,2.349462148881955870e-01
5.199999999999999761e-02,1.947804334330052178e-01
5.399999999999999939e-02,1.649224332098737089e-01
5.600000000000000117e-02,1.645053810851557496e-01
5.800000000000000294e-02,1.792833435709809964e-01
5.999999999999999778e-02,1.801746906274492022e-01
6.199999999999999956e-02,1.587935431478413872e-01
6.400000000000000133e-02,1.347188203724702660e-01
6.600000000000000311e-02,1.270206260873388282e-01
6.800000000000000488e-02,1.288207253482956394e-01
7.000000000000000666e-02,1.175348922159928367e-01
7.199999999999999456e-02,8.509062097371720979e-02
7.399999999999999634e-02,4.745260290601040903e-02
7.599999999999999811e-02,2.287101226363782644e-02
7.799999999999999989e-02,1.018965733614355523e-02
8.000000000000000167e-02,-4.422073252663267368e-03
8.200000000000000344e-02,-2.492940533877203643e-02
8.400000000000000522e-02,-4.049107999121537294e-02
8.599999999999999312e-02,-4.446487607913332529e-02
8.799999999999999489e-02,-4.858692079173868028e-02
8.999999999999999667e-02,-7.020384373128198130e-02
9.199999999999999845e-02,-1.089992299910122475e-01
9.400000000000000022e-02,-1.454780192726691235e-01
9.600000000000000200e-02,-1.641808219432298044e-01
9.800000000000000377e-02,-1.709737879452093157e-01
1.000000000000000056e-01,-1.822351504001789302e-01
1.019999999999999934e-01,-2.019641463942596915e-01
1.039999999999999952e-01,-2.178386945162817112e-01
1.059999999999999970e-01,-2.196045590611319098e-01
1.079999999999999988e-01,-2.127730484590726889e-01
1.100000000000000006e-01,-2.094137054427442912e-01
1.120000000000000023e-01,-2.114011841142192372e-01
1.140000000000000041e-01,-2.111023214844471585e-01
1.160000000000000059e-01,-2.072174977849366717e-01
1.179999999999999938e-01,-2.100356854017973729e-01
1.199999999999999956e-01,-2.258377909492610136e-01
1.219999999999999973e-01,-2.427093532452853919e-01
1.239999999999999991e-01,-2.413742381887295230e-01
1.260000000000000009e-01,-2.201365504692155972e-01
1.280000000000000027e-01,-2.005346778469262181e-01
1.300000000000000044e-01,-2.036069659695683154e-01
1.320000000000000062e-01,-2.259503244295655855e-01
1.340000000000000080e-01,-2.460204912876002292e-01
1.360000000000000098e-01,-2.513382591870890748e-01
1.380000000000000115e-01,-2.501973471413359573e-01
1.400000000000000133e-01,-2.540884643669598653e-01
1.419999999999999873e-01,-2.579052724622269976e-01
1.439999999999999891e-01,-2.472359728174726157e-01
1.459999999999999909e-01,-2.225277087597081482e-01
1.479999999999999927e-01,-2.042517147100646469e-01
1.499999999999999944e-01,-2.085135570866012422e-01
1.519999999999999962e-01,-2.247493795508646586e-01
1.539999999999999980e-01,-2.270430377598542104e-01
1.559999999999999998e-01,-2.062889607810418080e-01
1.580000000000000016e-01,-1.815831507612597207e-01
1.600000000000000033e-01,-1.758475181352304462e-01
1.620000000000000051e-01,-1.876233434316209869e-01
